"date_time","channel","sp_title","category","sport","subsport","gender","length","description"
2024-04-26 06:15:00,"Teledeporte","Mundial de marcha atlética por equipos",NA,"Atletismo",NA,NA,190,"La localidad turca de Antalya alberga el Mundial de marcha atlética por equipos, una cita bienal que este año alcanza su 30ª edición. Hace dos años, España logró seis medallas (un oro, dos platas y tres bronces) en Mascate."
2024-04-26 09:25:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,20,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2024-04-26 09:45:00,"Teledeporte","Proa a París",NA,"Deportes náuticos",NA,NA,10,"La Federación Española de Vela sigue los pasos de los atletas de la modalidad de vela hacia los Juegos Olímpicos de París 2024. Esta serie muestra el lado más cercano de los deportistas que optan a batirse en las aguas de Marsella en busca del sueño del oro."
2024-04-26 09:55:00,"Teledeporte","Surfing.es",NA,"Deportes náuticos",NA,NA,20,"El surf es una modalidad muy espectacular, tanto para quien lo ve como para el que lo practica. Los surfistas deben tener un espíritu aventurero, ya que en muchas ocasiones arriesgan su vida contra las olas. Este espacio repasa la actualidad de este mundo."
2024-04-26 10:15:00,"Teledeporte","Reportajes TDP | Deportes náuticos",NA,"Deportes náuticos",NA,NA,10,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2024-04-26 10:25:00,"Teledeporte","Atletismo en acción",NA,"Atletismo",NA,NA,30,"Un espacio de la Real Federación Española de Atletismo que resume las grandes citas nacionales de este deporte: Carreras en ruta, Trail Running, marcha, y los mejores momentos vividos en las pistas."
2024-04-26 10:55:00,"Teledeporte","Euro 2024. Camino a Berlín",NA,"Fútbol",NA,NA,29,"El 14 de junio arranca en Alemania la Eurocopa 2024, la gran cita continental de selecciones de la UEFA. Este espacio sigue la preparación de los equipos de cara a la cita germana, con hincapié en todo lo que rodee al equipo español."
2024-04-26 11:25:00,"Teledeporte","Conexión París",NA,"Juegos Olímpicos",NA,NA,38,"Los Juegos Olímpicos de París son la gran cita deportiva de 2024. La capital francesa será el centro del mundo del 26 de julio al 11 de agosto. Los atletas de todas las disciplinas se preparan para dar lo mejor de sí mismos en la ciudad gala."
2024-04-26 12:00:00,"Teledeporte","Gala COE Especial Barcelona 92",NA,"Juegos Olímpicos",NA,NA,60,"Los Juegos de Barcelona 1992 marcaron un antes y un después en la historia del deporte español. El Comité Olímpico nacional organiza una gala especial en Madrid en la que reconoce a los atletas que lograron aquel hito."
2024-04-26 13:00:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-26 14:50:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-26 16:40:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-26 18:30:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-26 20:20:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-26 22:10:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-27 01:00:00,"Teledeporte","Basketball Champions League",NA,"Otros",NA,NA,75,"Competición gestionada por la FIBA que junta a algunos de los mejores equipos del continente europeo. Esta es la octava campaña de este torneo tras la escisión con la Euroliga. El Baskets Bonn fue el vencedor en la pasada edición."
2024-04-27 02:15:00,"Teledeporte","Europeo de gimnasia artística (M)",NA,"Gimnasia artística",NA,NA,80,"La 36ª edición del Europeo masculino de gimnasia artística tiene lugar en Rimini (Italia) del 24 al 28 de abril. La competición, además de entregar las medallas propias del campeonato, servirá de clasificación olímpica para una plaza individual."
2024-04-27 04:15:00,"Teledeporte","Basketball Champions League",NA,"Otros",NA,NA,75,"Competición gestionada por la FIBA que junta a algunos de los mejores equipos del continente europeo. Esta es la octava campaña de este torneo tras la escisión con la Euroliga. El Baskets Bonn fue el vencedor en la pasada edición."
2024-04-27 06:00:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,130,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-27 08:10:00,"Teledeporte","Basketball Champions League",NA,"Otros",NA,NA,75,"Competición gestionada por la FIBA que junta a algunos de los mejores equipos del continente europeo. Esta es la octava campaña de este torneo tras la escisión con la Euroliga. El Baskets Bonn fue el vencedor en la pasada edición."
2024-04-27 09:55:00,"Teledeporte","Primera División de fútbol sala (F)",NA,"Fútbol sala",NA,NA,105,"La Primera División de fútbol sala femenino es la máxima categoría en España. La Real Federación Española de Fútbol organiza esta competición que se disputa desde 1994. El Burela es el campeón defensor."
2024-04-27 11:40:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,130,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-27 13:13:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,130,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-27 14:47:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,130,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-27 16:21:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,130,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-27 17:55:00,"Teledeporte","LF Endesa",NA,"Otros",NA,NA,120,"Los 16 mejores equipos femeninos de básquet luchan por el título de liga. La competición se divide en una primera fase regular en la que los mejores clasificados acceden a las eliminatorias por el título. El actual campeón es el Valencia Basket."
2024-04-27 19:55:00,"Teledeporte","Primera División de Fútbol Sala",NA,"Fútbol sala",NA,NA,110,"España puede presumir de tener la mejor liga del mundo de fútbol sala. 16 equipos conforman la Primera División, ocho de los cuales pelean por el título en los playoffs. El Barcelona, actual campeón, el Murcia y el Inter son los grandes favoritos al título."
2024-04-27 21:45:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,130,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-28 02:00:00,"Teledeporte","Europeo de gimnasia artística (M)",NA,"Gimnasia artística",NA,NA,120,"La 36ª edición del Europeo masculino de gimnasia artística tiene lugar en Rimini (Italia) del 24 al 28 de abril. La competición, además de entregar las medallas propias del campeonato, servirá de clasificación olímpica para una plaza individual."
2024-04-28 04:00:00,"Teledeporte","Europeo de remo",NA,"Remo/Piragüismo",NA,NA,175,"La ciudad húngara de Szeged acoge la 81ª edición del Europeo de remo del 25 al 28 de abril. España intentará mejorar los resultados de 2023, cuando consiguió dos medallas de bronce."
2024-04-28 06:55:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,180,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-28 09:55:00,"Teledeporte","Liga Iberdrola Hockey Hierba",NA,"Hockey hierba",NA,NA,105,"La División de Honor es la competición de máxima categoría del hockey hierba femenino. La liga se divide en una fase regular de 12 equipos, una fase de cuartos de final y una final four. El actual campeón es el Júnior."
2024-04-28 11:40:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-28 13:25:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-28 14:35:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-28 16:00:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-28 18:00:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,115,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-04-28 19:55:00,"Teledeporte","Basketball Champions League",NA,"Otros",NA,NA,140,"Competición gestionada por la FIBA que junta a algunos de los mejores equipos del continente europeo. Esta es la octava campaña de este torneo tras la escisión con la Euroliga. El Baskets Bonn fue el vencedor en la pasada edición."
2024-04-28 22:15:00,"Teledeporte","Mutua Madrid Open",NA,"Masters ATP",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open."
2024-04-28 23:45:00,"Teledeporte","Programa Mutua Madrid Open",NA,"Tenis",NA,NA,45,"Un repaso a todo lo que acontece en las pistas del Mutua Madrid Open. El torneo de la capital es el más importante de todos los que se celebra en nuestro país, catalogado Masters 1000 en la categoría masculina y WTA 1000 en el circuito femenino."
2024-04-29 00:49:00,"Teledeporte","Programa Mutua Madrid Open",NA,"Tenis",NA,NA,71,"Un repaso a todo lo que acontece en las pistas del Mutua Madrid Open. El torneo de la capital es el más importante de todos los que se celebra en nuestro país, catalogado Masters 1000 en la categoría masculina y WTA 1000 en el circuito femenino."
2024-04-29 02:00:00,"Teledeporte","División de Honor de balonmano (F)",NA,"Otros",NA,NA,80,"Los 12 mejores equipos femeninos de balonmano disputan la División de Honor. El Málaga Costa del Sol, actual campeón de la competición, es el rival a batir. Elche, Bera Bera, La Calzada o Remudas se perfilan como las principales alternativas."
2024-04-29 03:20:00,"Teledeporte","Europeo de gimnasia artística (M)",NA,"Gimnasia artística",NA,NA,165,"La 36ª edición del Europeo masculino de gimnasia artística tiene lugar en Rimini (Italia) del 24 al 28 de abril. La competición, además de entregar las medallas propias del campeonato, servirá de clasificación olímpica para una plaza individual."
2024-04-29 06:05:00,"Teledeporte","Europeo de remo",NA,"Remo/Piragüismo",NA,NA,205,"La ciudad húngara de Szeged acoge la 81ª edición del Europeo de remo del 25 al 28 de abril. España intentará mejorar los resultados de 2023, cuando consiguió dos medallas de bronce."
2024-04-29 09:30:00,"Teledeporte","ASOBAL",NA,"Liga ASOBAL",NA,NA,90,"La ASOBAL, la liga de balonmano profesional española, lleva años dominada con mano de hierro por el Barcelona. El conjunto azulgrana es el máximo favorito, en el que sería su decimocuarto título consecutivo. El resto de equipos pretenden plantar cara."
2024-04-29 11:00:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,135,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-04-29 13:15:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,135,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-04-29 15:30:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,120,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-04-29 17:30:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,90,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-29 19:50:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,90,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-29 21:45:00,"Teledeporte","Programa Mutua Madrid Open",NA,"Tenis",NA,NA,71,"Un repaso a todo lo que acontece en las pistas del Mutua Madrid Open. El torneo de la capital es el más importante de todos los que se celebra en nuestro país, catalogado Masters 1000 en la categoría masculina y WTA 1000 en el circuito femenino."
2024-04-29 22:30:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-29 22:42:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-29 22:54:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-29 23:06:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-29 23:20:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,90,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-30 01:15:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,155,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-30 03:30:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 03:42:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 03:54:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 04:06:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 04:18:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 04:30:00,"Teledeporte","Liga Iberdrola Hockey Hierba",NA,"Hockey hierba",NA,NA,90,"La División de Honor es la competición de máxima categoría del hockey hierba femenino. La liga se divide en una fase regular de 12 equipos, una fase de cuartos de final y una final four. El actual campeón es el Júnior."
2024-04-30 06:00:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,155,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-30 08:00:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,60,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-04-30 09:00:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 09:12:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 09:24:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 09:36:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 09:48:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 10:00:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 10:12:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 10:24:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 10:36:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 10:48:00,"Teledeporte","Resúmenes LaLiga EA Sports",NA,"Fútbol",NA,NA,12,"Cada semana, los 20 equipos de la Primera División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga."
2024-04-30 11:00:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,155,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-30 12:30:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,105,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-04-30 14:15:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,155,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-30 16:00:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,155,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-30 18:00:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,60,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-04-30 19:45:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,155,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-04-30 22:00:00,"Teledeporte","Mitin Iberoamericano de atletismo",NA,"Atletismo",NA,NA,120,"Una de las citas con mayor tradición del atletismo español. El Estadio Iberoamericano Emilio Martín de Huelva acoge este encuentro en el que participa una nutrida representación de atletas nacionales e internacionales."
2024-05-01,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 00:12:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 00:24:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 00:48:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 01:11:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 01:32:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 01:53:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 02:15:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,151,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-05-01 04:15:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,151,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-05-01 06:15:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 06:27:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 06:39:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 06:51:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 07:03:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 07:15:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 07:27:00,"Teledeporte","Resúmenes LaLiga HyperMotion",NA,"Fútbol",NA,NA,12,"Cada semana, los 22 equipos de la Segunda División pelean en una de las categorías más igualadas del fútbol mundial. Este espacio repasa los encuentros que se disputan cada jornada en LaLiga HyperMotion."
2024-05-01 07:40:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,65,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-05-01 08:45:00,"Teledeporte","Guerreras DHF",NA,"Balonmano",NA,NA,25,"Un repaso a lo mejor de cada jornada en la División de Honor del balonmano femenino en España. La Liga Guerreras reúne a los mejores clubes del país en un torneo con una primera fase regular y un playoff por el título. Málaga defiende corona."
2024-05-01 09:10:00,"Teledeporte","Baloncesto al día",NA,"Baloncesto",NA,NA,5,"Un espacio que sigue las actividades de la Federación Española de Baloncesto. En especial, de todo lo relacionado con la liga femenina y la LEB Oro, las competiciones de más alto nivel. Pero también, de las labores de promoción del deporte para todas las edades."
2024-05-01 09:15:00,"Teledeporte","Hola Golf",NA,"Golf",NA,NA,15,"Un espacio que analiza toda la actualidad del mundo del golf. El noticiario hace especial hincapié en las citas del PGA Tour y del circuito europeo."
2024-05-01 09:30:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,151,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
