"date_time","channel","sp_title","category","sport","subsport","gender","length","description"
2024-05-01 12:00:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,120,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-05-01 14:00:00,"Teledeporte","Liga Iberdrola Hockey Hierba",NA,"Hockey hierba",NA,NA,90,"La División de Honor es la competición de máxima categoría del hockey hierba femenino. La liga se divide en una fase regular de 12 equipos, una fase de cuartos de final y una final four. El actual campeón es el Júnior."
2024-05-01 15:30:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,65,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-05-01 17:25:00,"Teledeporte","OK Liga (F)",NA,"Liga",NA,NA,105,"Catorce equipos componen la OK Liga Iberdrola, la máxima competición femenina de clubes de hockey patines de nuestro país. El torneo se compone de dos fases: tras una liga regular, los cuatro mejores pelean por el título. El Palau de Plegamans defiende corona."
2024-05-01 19:10:00,"Teledeporte","Liga MGS hockey hierba",NA,"Hockey hierba",NA,NA,40,"La División de Honor A es la máxima categoría del hockey hierba en España. Su primera temporada se disputó en el año 1957. La competición se divide en una temporada regular de 12 equipos, unos playoff donde juegan los ocho mejores equipos y una final four."
2024-05-01 19:50:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,120,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-05-01 21:55:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,151,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-05-02 02:30:00,"Teledeporte","Liga MGS hockey hierba",NA,"Hockey hierba",NA,NA,90,"La División de Honor A es la máxima categoría del hockey hierba en España. Su primera temporada se disputó en el año 1957. La competición se divide en una temporada regular de 12 equipos, unos playoff donde juegan los ocho mejores equipos y una final four."
2024-05-02 04:00:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,90,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-05-02 05:30:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,90,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-05-02 07:00:00,"Teledeporte","Guerreras DHF",NA,"Balonmano",NA,NA,30,"Un repaso a lo mejor de cada jornada en la División de Honor del balonmano femenino en España. La Liga Guerreras reúne a los mejores clubes del país en un torneo con una primera fase regular y un playoff por el título. Málaga defiende corona."
2024-05-02 07:30:00,"Teledeporte","Hola Golf",NA,"Golf",NA,NA,15,"Un espacio que analiza toda la actualidad del mundo del golf. El noticiario hace especial hincapié en las citas del PGA Tour y del circuito europeo."
2024-05-02 07:45:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,105,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-05-02 09:30:00,"Teledeporte","Territorio Montaña FEDME",NA,"Otros deportes",NA,NA,15,"Un espacio audiovisual producido por la FEDME para dar información quincenal acerca de las diferentes competiciones que organiza la Federación Española de Deportes de Montaña y Escalada."
2024-05-02 09:45:00,"Teledeporte","#SomosTriatlón",NA,"Otros deportes",NA,NA,15,"La Federación Española de Triatlón produce un programa que repasa toda la actualidad de este deporte combinado. Con cada vez más aficionados y practicantes, el organismo federado organiza cientos de eventos y competiciones."
2024-05-02 10:00:00,"Teledeporte","Tierra de campeones",NA,"Tenis",NA,NA,15,"La Real Federación Española de Tenis produce este espacio dedicado a la promoción del deporte de la raqueta. El programa se centra en los torneos formativos que buscan a las nuevas estrellas nacionales."
2024-05-02 10:15:00,"Teledeporte","Liga Nacional de Saltos ecuestres",NA,"Hípica",NA,NA,60,"La Real Federación Hípica Española ha creado esta competición de alto nivel y calidad en España, que hace un recorrido por las mayores hípicas del país en un torneo y que reúne más de 350 jinetes."
2024-05-02 11:15:00,"Teledeporte","Moto Avenue",NA,"Motociclismo",NA,NA,15,"Un programa pensado para los amantes de la gasolina y de las dos ruedas. El motociclismo de competición es el gran protagonista de este espacio."
2024-05-02 11:30:00,"Teledeporte","Racing for Spain",NA,"Automovilismo",NA,NA,30,"La Real Federación Española de Automovilismo es la impulsora de Racing for Spain, un programa de incentivos para jóvenes pilotos que quieren hacerse hueco en el kárting internacional. Este espacio sigue los progresos de las promesas nacionales del motor."
2024-05-02 12:00:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,135,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-05-02 14:15:00,"Teledeporte","Liga MGS hockey hierba",NA,"Hockey hierba",NA,NA,90,"La División de Honor A es la máxima categoría del hockey hierba en España. Su primera temporada se disputó en el año 1957. La competición se divide en una temporada regular de 12 equipos, unos playoff donde juegan los ocho mejores equipos y una final four."
2024-05-02 15:45:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,90,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-05-02 18:00:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,105,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-05-02 19:45:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,135,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-05-02 21:52:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,90,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-05-03 00:02:00,"Teledeporte","Programa Mutua Madrid Open",NA,"Tenis",NA,NA,22,"Un repaso a todo lo que acontece en las pistas del Mutua Madrid Open. El torneo de la capital es el más importante de todos los que se celebra en nuestro país, catalogado Masters 1000 en la categoría masculina y WTA 1000 en el circuito femenino."
2024-05-03 00:24:00,"Teledeporte","LF Endesa",NA,"Otros",NA,NA,96,"Los 16 mejores equipos femeninos de básquet luchan por el título de liga. La competición se divide en una primera fase regular en la que los mejores clasificados acceden a las eliminatorias por el título. El actual campeón es el Valencia Basket."
2024-05-03 02:00:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,147,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-05-03 04:00:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,135,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-05-03 06:00:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,105,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-05-03 07:45:00,"Teledeporte","WTA: Madrid",NA,"WTA Tour",NA,NA,147,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Iga Swiatek encabeza el cuadro femenino. La secundan Aryna Sabalenka (defensora del título), Ons Jabeur, Elena Rybakina o Coco Gauff."
2024-05-03 09:55:00,"Teledeporte","Campeonato de España Natación en aguas abiertas",NA,"Natación",NA,NA,155,"La ciudad andaluza de Sevilla acoge del 3 al 5 de mayo la disputa de esta competición estatal. El río Guadalquivir pone a prueba a los mejores especialistas en la larga distancia."
2024-05-03 12:30:00,"Teledeporte","Reportajes TDP | Atletismo",NA,"Atletismo",NA,NA,10,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2024-05-03 12:40:00,"Teledeporte","Reportajes TDP",NA,"General",NA,NA,10,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2024-05-03 12:50:00,"Teledeporte","Reportajes TDP | Deportes náuticos",NA,"Deportes náuticos",NA,NA,10,"Los reportajes de TDP pretenden promocionar el deporte español. Una aproximación a los atletas y a las competiciones de menor seguimiento que sirven para poner en valor el esfuerzo y el sacrificio de los participantes."
2024-05-03 13:00:00,"Teledeporte","Surfing.es",NA,"Deportes náuticos",NA,NA,20,"El surf es una modalidad muy espectacular, tanto para quien lo ve como para el que lo practica. Los surfistas deben tener un espíritu aventurero, ya que en muchas ocasiones arriesgan su vida contra las olas. Este espacio repasa la actualidad de este mundo."
2024-05-03 13:20:00,"Teledeporte","Paralímpicos",NA,"Otros deportes",NA,NA,15,"Programa que informa de la actualidad de los deportistas discapacitados. Un repaso semanal a las competiciones más importantes del deporte paralímpico, en el que España es una de las mayores potencias, tal y como demuestra en cada edición de los Juegos."
2024-05-03 13:35:00,"Teledeporte","Copa del mundo de natación artística",NA,"Natación sincronizada",NA,NA,50,"La Copa del mundo de natación artística visita cuatro centros deportivos a lo largo de cuatro meses, en vísperas de los Juegos Olímpicos. En concreto, el certamen acude a Pekín, París, Markham y concluye en la Super Final de Budapest en julio."
2024-05-03 14:25:00,"Teledeporte","Copa de la Reina de waterpolo",NA,"Waterpolo",NA,NA,80,"Can Llong, en Sabadell, acoge la Copa de la Reina. Participan los ocho primeros clasificados en la primera vuelta de la División de Honor Femenina: CN Sant Andreu, CN Mataró, CN Sabadell, CN Terrassa, CE Mediterrani, Tenerife Echeyde, CN Catalunya y At. Barceloneta."
2024-05-03 15:45:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,135,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-05-03 18:00:00,"Teledeporte","La Vuelta Femenina",NA,"Vuelta a España",NA,NA,105,"La Vuelta Femenina ya se ha consolidado como una de las grandes carreras internacionales del pelotón. La carrera repite fechas primaverales y agranda su recorrido, con ocho etapas de un exigente perfil. Annemiek van Vleuten se impuso en la edición de 2023."
2024-05-03 19:50:00,"Teledeporte","ATP: Madrid",NA,"Masters ATP",NA,NA,135,"La Caja Mágica centra las miradas de los aficionados en todo el mundo con la disputa del Mutua Madrid Open. Novak Djokovic, Carlos Alcaraz (actual campeón), Jannik Sinner, Daniil Medvedev y Alexander Zverev son los principales cabezas de serie."
2024-05-03 22:00:00,"Teledeporte","Programa Mutua Madrid Open",NA,"Tenis",NA,NA,22,"Un repaso a todo lo que acontece en las pistas del Mutua Madrid Open. El torneo de la capital es el más importante de todos los que se celebra en nuestro país, catalogado Masters 1000 en la categoría masculina y WTA 1000 en el circuito femenino."
2024-05-03 22:30:00,"Teledeporte","Euro 2024. Camino a Berlín",NA,"Fútbol",NA,NA,30,"El 14 de junio arranca en Alemania la Eurocopa 2024, la gran cita continental de selecciones de la UEFA. Este espacio sigue la preparación de los equipos de cara a la cita germana, con hincapié en todo lo que rodee al equipo español."
2024-05-03 23:00:00,"Teledeporte","Eurocopa 1996",NA,"Eurocopa",NA,NA,105,"La final de la Eurocopa vuelve a ser un nuevo duelo entre David y Goliat. Hace cuatro años, Dinamarca sorprendió a Alemania y le arrebató el título. Una historia que los germanos no quieren que se repita. Chequia ya ha dejado por el camino a Italia, Portugal y Francia."
2024-05-04 01:00:00,"Teledeporte","Liga europea de waterpolo",NA,"Waterpolo",NA,NA,60,"La Liga europea reúne a los clubes de waterpolo dominadores del continente. Tras una fase de grupos durante la temporada regular, los mejores equipos avanzan a una segunda liguilla de cuartos. La élite disputa en junio la final a cuatro. El Pro Recco defiende título."
2024-05-04 02:00:00,"Teledeporte","Copa del mundo de natación artística",NA,"Natación sincronizada",NA,NA,180,"La Copa del mundo de natación artística visita cuatro centros deportivos a lo largo de cuatro meses, en vísperas de los Juegos Olímpicos. En concreto, el certamen acude a Pekín, París, Markham y concluye en la Super Final de Budapest en julio."
